WD1,,"2020-02-10 11:55",->,"2021-02-09 11:55"
,NO,,,NO2,,,NOXasNO2,,
"2020-05-08 14:00",10.040765,24,1,18.790313,24,1,34.185938,24,1
"2020-05-08 15:00",9.666575,24,1,24.384375,24,1,39.206250,24,1
"2020-05-08 16:00",11.786985,24,1,32.082188,24,1,50.155313,24,1
"2020-05-08 17:00",11.786985,24,1,28.018125,24,1,46.091250,24,1
"2020-05-08 18:00",5.768763,24,1,21.706875,24,1,30.552188,24,1
"2020-05-08 19:00",11.163335,24,1,28.926563,24,1,46.043438,24,1
"2020-05-08 20:00",16.589090,24,1,44.083125,24,1,69.519375,24,1
"2020-05-08 21:00",15.965440,24,1,46.139063,24,1,70.619063,24,1
"2020-05-08 22:00",6.922515,24,1,22.997813,24,1,33.612188,24,1
"2020-05-08 23:00",3.710718,24,1,15.778125,24,1,21.467813,24,1
"2020-05-09 00:00",1.216118,24,1,11.188125,24,1,13.052813,24,1
"2020-05-09 01:00",5.332208,24,1,16.017188,24,1,24.193125,24,1
"2020-05-09 02:00",1.663066,24,1,10.455001,24,1,13.005000,24,1
"2020-05-09 03:00",1.496760,24,1,8.606250,24,1,10.901250,24,1
"2020-05-09 04:00",0.623650,24,1,8.032500,24,1,8.988750,24,1
"2020-05-09 05:00",0.717198,24,1,8.128125,24,1,9.227813,24,1
"2020-05-09 06:00",2.806425,24,1,9.227813,24,1,13.530938,24,1
"2020-05-09 07:00",17.711660,24,1,15.778125,24,1,42.935625,24,1
"2020-05-09 08:00",11.568708,24,1,17.738438,24,1,35.476875,24,1
"2020-05-09 09:00",11.225700,24,1,24.049688,24,1,41.262188,24,1
"2020-05-09 10:00",13.533205,24,1,27.300938,24,1,48.051563,24,1
"2020-05-09 11:00",14.936418,24,1,36.385313,24,1,59.287500,24,1
"2020-05-09 12:00",8.793465,24,1,22.615313,24,1,36.098438,24,1
"2020-05-09 13:00",8.481640,24,1,21.324375,24,1,34.329375,24,1
"2020-05-09 14:00",6.142953,24,1,21.515625,24,1,30.934688,24,1
"2020-05-09 15:00",9.760123,24,1,31.030313,24,1,45.995625,24,1
"2020-05-09 16:00",9.105290,24,1,32.608125,24,1,46.569375,24,1
"2020-05-09 17:00",6.673055,24,1,27.922500,24,1,38.154375,24,1
"2020-05-09 18:00",7.016063,24,1,31.460625,24,1,42.218438,24,1
"2020-05-09 19:00",6.891333,24,1,25.914375,24,1,36.480938,24,1
"2020-05-09 20:00",4.895653,24,1,25.675313,24,1,33.181875,24,1
"2020-05-09 21:00",11.194518,24,1,42.027188,24,1,59.191875,24,1
"2020-05-09 22:00",5.550485,24,1,29.261250,24,1,37.771875,24,1
"2020-05-09 23:00",2.525783,24,1,21.515625,24,1,25.388438,24,1
"2020-05-10 00:00",3.305345,24,1,20.081250,24,1,25.149375,24,1
"2020-05-10 01:00",1.278483,24,1,11.809688,24,1,13.770000,24,1
"2020-05-10 02:00",0.748380,24,1,8.415000,24,1,9.562500,24,1
"2020-05-10 03:00",1.060205,24,1,8.606250,24,1,10.231875,24,1
"2020-05-10 04:00",0.810745,24,1,8.080313,24,1,9.323438,24,1
"2020-05-10 05:00",1.870950,24,1,9.371250,24,1,12.240000,24,1
"2020-05-10 06:00",1.340848,24,1,8.319375,24,1,10.375313,24,1
"2020-05-10 07:00",4.272003,24,1,12.574688,24,1,19.125000,24,1
"2020-05-10 08:00",8.388093,24,1,17.116875,24,1,29.978438,24,1
"2020-05-10 09:00",4.084908,24,1,12.431250,24,1,18.694688,24,1
"2020-05-10 10:00",3.648353,24,1,10.614375,24,1,16.208438,24,1
"2020-05-10 11:00",4.958018,24,1,10.136250,24,1,17.738438,24,1
"2020-05-10 12:00",7.670895,24,1,14.582813,24,1,26.344688,24,1
"2020-05-10 13:00",9.074108,24,1,12.431250,24,1,26.344688,24,1
"2020-05-10 14:00",6.361230,24,1,10.184063,24,1,19.937813,24,1
"2020-05-10 15:00",7.608530,24,1,10.566563,24,1,22.232813,24,1
"2020-05-10 16:00",11.849350,24,1,16.638750,24,1,34.807500,24,1
"2020-05-10 17:00",5.862310,24,1,7.745625,24,1,16.734375,24,1
"2020-05-10 18:00",5.238660,24,1,8.940938,24,1,16.973438,24,1
"2020-05-10 19:00",3.367710,24,1,4.303125,24,1,9.466875,24,1
"2020-05-10 20:00",3.087068,24,1,6.024375,24,1,10.757813,24,1
"2020-05-10 21:00",2.338688,24,1,2.438438,24,1,6.024375,24,1
"2020-05-10 22:00",1.839768,24,1,2.725313,24,1,5.546250,24,1
"2020-05-10 23:00",1.184935,24,1,1.673438,24,1,3.490313,24,1
"2020-05-11 00:00",0.997840,24,1,1.912500,24,1,3.442500,24,1
"2020-05-11 01:00",0.530103,24,1,0.956250,24,1,1.769063,24,1
"2020-05-11 02:00",1.704644,24,1,1.912500,24,1,4.526251,24,1
"2020-05-11 03:00",0.374190,24,1,1.099688,24,1,1.673438,24,1
"2020-05-11 04:00",1.091388,24,1,1.816875,24,1,3.490313,24,1
"2020-05-11 05:00",1.527943,24,1,2.486250,24,1,4.829063,24,1
"2020-05-11 06:00",2.307505,24,1,4.637813,24,1,8.175938,24,1
"2020-05-11 07:00",9.541845,24,1,13.148438,24,1,27.779063,24,1
"2020-05-11 08:00",15.279425,24,1,21.276563,24,1,44.704688,24,1
"2020-05-11 09:00",12.317088,24,1,16.925625,24,1,35.811563,24,1
"2020-05-11 10:00",12.223540,24,1,17.260313,24,1,36.002813,24,1
"2020-05-11 11:00",11.724620,24,1,15.204375,24,1,33.181875,24,1
"2020-05-11 12:00",14.905235,24,1,27.540000,24,1,50.394375,24,1
"2020-05-11 13:00",11.537525,24,1,21.420000,24,1,39.110625,24,1
"2020-05-11 14:00",7.795625,24,1,9.514688,24,1,21.467813,24,1
"2020-05-11 15:00",9.105290,24,1,12.718125,24,1,26.679375,24,1
"2020-05-11 16:00",9.510663,24,1,15.873750,24,1,30.456563,24,1
"2020-05-11 17:00",13.408475,24,1,20.129063,24,1,40.688438,24,1
"2020-05-11 18:00",8.294545,24,1,13.387500,24,1,26.105625,24,1
"2020-05-11 19:00",8.325728,24,1,13.148438,24,1,25.914375,24,1
"2020-05-11 20:00",14.811688,24,1,23.380313,24,1,46.091250,24,1
"2020-05-11 21:00",8.356910,24,1,15.778125,24,1,28.591875,24,1
"2020-05-11 22:00",5.924675,24,1,11.953125,24,1,21.037500,24,1
"2020-05-11 23:00",2.089228,24,1,6.406875,24,1,9.610313,24,1
"2020-05-12 00:00",2.369870,24,1,7.745625,24,1,11.379375,24,1
"2020-05-12 01:00",2.276323,24,1,8.462813,24,1,11.953125,24,1
"2020-05-12 02:00",1.496760,24,1,7.203751,24,1,9.498751,24,1
"2020-05-12 03:00",1.039416,24,1,5.609999,24,1,7.203751,24,1
"2020-05-12 04:00",2.681695,24,1,6.980625,24,1,11.092500,24,1
"2020-05-12 05:00",5.332208,24,1,11.283750,24,1,19.459688,24,1
"2020-05-12 06:00",8.512823,24,1,15.586875,24,1,28.639688,24,1
"2020-05-12 07:00",35.579233,24,1,35.476875,24,1,90.030938,24,1
"2020-05-12 08:00",48.332875,24,1,43.509375,24,1,117.618750,24,1
"2020-05-12 09:00",32.803990,24,1,39.780000,24,1,90.078750,24,1
"2020-05-12 10:00",21.172918,24,1,30.982500,24,1,63.447188,24,1
"2020-05-12 11:00",23.075050,24,1,29.117813,24,1,64.499063,24,1
"2020-05-12 12:00",22.513765,24,1,31.125938,24,1,65.646563,24,1
"2020-05-12 13:00",23.324510,24,1,36.289688,24,1,72.053438,24,1
"2020-05-12 14:00",23.792248,24,1,33.612188,24,1,70.093125,24,1
"2020-05-12 15:00",20.923458,24,1,29.643750,24,1,61.725938,24,1
"2020-05-12 16:00",25.413738,24,1,32.321250,24,1,71.288438,24,1
"2020-05-12 17:00",26.006205,24,1,47.573438,24,1,87.449063,24,1
"2020-05-12 18:00",27.565330,24,1,42.744375,24,1,85.010625,24,1
"2020-05-12 19:00",18.335310,24,1,39.301875,24,1,67.415625,24,1
"2020-05-12 20:00",23.636335,24,1,41.931563,24,1,78.173438,24,1
"2020-05-12 21:00",22.357853,24,1,38.584688,24,1,72.866250,24,1
"2020-05-12 22:00",19.707340,24,1,33.229688,24,1,63.447188,24,1
"2020-05-12 23:00",5.051565,24,1,18.025313,24,1,25.770938,24,1
"2020-05-13 00:00",3.180615,24,1,13.722188,24,1,18.599063,24,1
"2020-05-13 01:00",4.240820,24,1,17.403750,24,1,23.906250,24,1
"2020-05-13 02:00",1.039416,24,1,8.988750,24,1,10.582499,24,1
"2020-05-13 03:00",3.773083,24,1,13.435313,24,1,19.220625,24,1
"2020-05-13 04:00",1.247300,24,1,9.371250,24,1,11.283750,24,1
"2020-05-13 05:00",3.585988,24,1,10.136250,24,1,15.634688,24,1
"2020-05-13 06:00",3.617170,24,1,7.219688,24,1,12.765938,24,1
"2020-05-13 07:00",12.847190,24,1,19.698750,24,1,39.397500,24,1
"2020-05-13 08:00",26.536308,24,1,37.628438,24,1,78.316875,24,1
"2020-05-13 09:00",27.222323,24,1,34.759688,24,1,76.500000,24,1
"2020-05-13 10:00",15.591250,24,1,25.531875,24,1,49.438125,24,1
"2020-05-13 11:00",14.000943,24,1,19.172813,24,1,40.640625,24,1
"2020-05-13 12:00",16.246083,24,1,22.710938,24,1,47.621250,24,1
"2020-05-13 13:00",16.058988,24,1,22.519688,24,1,47.143125,24,1
"2020-05-13 14:00",18.771865,24,1,27.540000,24,1,56.323125,24,1
"2020-05-13 15:00",13.034285,24,1,23.141250,24,1,43.126875,24,1
"2020-05-13 16:00",14.094490,24,1,25.388438,24,1,46.999688,24,1
"2020-05-13 17:00",14.905235,24,1,24.049688,24,1,46.904063,24,1
"2020-05-13 18:00",12.566548,24,1,20.081250,24,1,39.349688,24,1
"2020-05-13 19:00",10.976240,24,1,20.846250,24,1,37.676250,24,1
"2020-05-13 20:00",9.261203,24,1,17.690625,24,1,31.890938,24,1
"2020-05-13 21:00",9.541845,24,1,22.758750,24,1,37.389375,24,1
"2020-05-13 22:00",8.294545,24,1,14.965313,24,1,27.683438,24,1
"2020-05-13 23:00",5.207478,24,1,17.069063,24,1,25.053750,24,1
"2020-05-14 00:00",3.055885,24,1,9.705938,24,1,14.391563,24,1
"2020-05-14 01:00",1.091388,24,1,6.167813,24,1,7.841250,24,1
"2020-05-14 02:00",1.538336,24,1,6.120000,24,1,8.478749,24,1
"2020-05-14 03:00",2.463418,24,1,7.936875,24,1,11.714063,24,1
"2020-05-14 04:00",1.715038,24,1,6.263438,24,1,8.893125,24,1
"2020-05-14 05:00",3.991360,24,1,8.701875,24,1,14.821875,24,1
"2020-05-14 06:00",11.475160,24,1,14.726250,24,1,32.321250,24,1
"2020-05-14 07:00",34.550210,24,1,30.647813,24,1,83.624063,24,1
"2020-05-14 08:00",30.652398,24,1,38.536875,24,1,85.536563,24,1
"2020-05-14 09:00",22.295488,24,1,28.591875,24,1,62.777813,24,1
"2020-05-14 10:00",18.678318,24,1,25.579688,24,1,54.219375,24,1
"2020-05-14 11:00",20.954640,24,1,26.488125,24,1,58.618125,24,1
"2020-05-14 12:00",17.711660,24,1,17.738438,24,1,44.895938,24,1
"2020-05-14 13:00",16.495543,24,1,25.436250,24,1,50.729063,24,1
"2020-05-14 14:00",11.381613,24,1,19.364063,24,1,36.815625,24,1
"2020-05-14 15:00",13.502023,24,1,20.176875,24,1,40.879688,24,1
"2020-05-14 16:00",17.212740,24,1,27.348750,24,1,53.741250,24,1
"2020-05-14 17:00",16.214900,24,1,33.660000,24,1,58.522500,24,1
"2020-05-14 18:00",21.235283,24,1,43.748438,24,1,76.308750,24,1
"2020-05-14 19:00",14.188038,24,1,28.926563,24,1,50.681250,24,1
"2020-05-14 20:00",11.818168,24,1,24.814688,24,1,42.935625,24,1
"2020-05-14 21:00",8.731100,24,1,21.180938,24,1,34.568438,24,1
"2020-05-14 22:00",4.958018,24,1,18.503438,24,1,26.105625,24,1
"2020-05-14 23:00",7.296705,24,1,23.380313,24,1,34.568438,24,1
"2020-05-15 00:00",2.681695,24,1,12.431250,24,1,16.543125,24,1
"2020-05-15 01:00",2.650513,24,1,13.626563,24,1,17.690625,24,1
"2020-05-15 02:00",0.665226,24,1,8.160001,24,1,9.180000,24,1
"2020-05-15 03:00",1.746220,24,1,9.466875,24,1,12.144375,24,1
"2020-05-15 04:00",3.180615,24,1,10.853438,24,1,15.730313,24,1
"2020-05-15 05:00",9.666575,24,1,16.830000,24,1,31.651875,24,1
"2020-05-15 06:00",4.272003,24,1,11.857500,24,1,18.407813,24,1
"2020-05-15 07:00",33.334093,24,1,32.130000,24,1,83.241563,24,1
"2020-05-15 08:00",58.155363,24,1,52.737188,24,1,141.907500,24,1
"2020-05-15 09:00",42.595295,24,1,44.752500,24,1,110.064375,24,1
"2020-05-15 10:00",25.756745,24,1,33.899063,24,1,73.392188,24,1
"2020-05-15 11:00",23.761065,24,1,32.608125,24,1,69.041250,24,1
"2020-05-15 12:00",23.137415,24,1,33.181875,24,1,68.658750,24,1
"2020-05-15 13:00",26.380395,24,1,40.019063,24,1,80.468438,24,1
"2020-05-15 14:00",30.808310,24,1,50.394375,24,1,97.633125,24,1
"2020-05-15 15:00",29.030908,24,1,43.557188,24,1,88.070625,24,1
"2020-05-15 16:00",31.151318,24,1,41.644688,24,1,89.409375,24,1
"2020-05-15 17:00",28.906178,24,1,41.405625,24,1,85.727813,24,1
"2020-05-15 18:00",27.159958,24,1,46.808438,24,1,88.453125,24,1
"2020-05-15 19:00",16.401995,24,1,34.090313,24,1,59.239688,24,1
"2020-05-15 20:00",23.605153,24,1,45.421875,24,1,81.615938,24,1
"2020-05-15 21:00",21.360013,24,1,43.126875,24,1,75.878438,24,1
"2020-05-15 22:00",9.604210,24,1,18.073125,24,1,32.799375,24,1
"2020-05-15 23:00",4.084908,24,1,15.156563,24,1,21.420000,24,1
"2020-05-16 00:00",4.396733,24,1,13.530938,24,1,20.272500,24,1
"2020-05-16 01:00",1.683855,24,1,11.953125,24,1,14.535000,24,1
"2020-05-16 02:00",1.039416,24,1,9.052499,24,1,10.646251,24,1
"2020-05-16 03:00",1.247300,24,1,7.267500,24,1,9.180000,24,1
"2020-05-16 04:00",0.561285,24,1,6.885000,24,1,7.745625,24,1
"2020-05-16 05:00",1.964498,24,1,9.084375,24,1,12.096563,24,1
"2020-05-16 06:00",1.746220,24,1,9.132188,24,1,11.809688,24,1
"2020-05-16 07:00",7.016063,24,1,13.100625,24,1,23.858438,24,1
"2020-05-16 08:00",14.000943,24,1,24.240938,24,1,45.708750,24,1
"2020-05-16 09:00",26.910498,24,1,35.046563,24,1,76.308750,24,1
"2020-05-16 10:00",22.919138,24,1,33.707813,24,1,68.850000,24,1
"2020-05-16 11:00",23.355693,24,1,30.121875,24,1,65.933438,24,1
"2020-05-16 12:00",34.207203,24,1,42.792188,24,1,95.242500,24,1
"2020-05-16 13:00",25.195460,24,1,35.859375,24,1,74.491875,24,1
"2020-05-16 14:00",28.469623,24,1,40.545000,24,1,84.197813,24,1
"2020-05-16 15:00",21.391195,24,1,34.903125,24,1,67.702500,24,1
"2020-05-16 16:00",24.166438,24,1,41.501250,24,1,78.555938,24,1
"2020-05-16 17:00",30.590033,24,1,36.050625,24,1,82.954688,24,1
"2020-05-16 18:00",28.812630,24,1,41.262188,24,1,85.440938,24,1
"2020-05-16 19:00",39.882418,24,1,52.928438,24,1,114.080625,24,1
"2020-05-16 20:00",36.452343,24,1,60.960938,24,1,116.853750,24,1
"2020-05-16 21:00",27.502965,24,1,46.951875,24,1,89.122500,24,1
"2020-05-16 22:00",11.256883,24,1,26.057813,24,1,43.318125,24,1
"2020-05-16 23:00",8.980560,24,1,20.463750,24,1,34.233750,24,1
"2020-05-17 00:00",3.804265,24,1,10.518750,24,1,16.351875,24,1
"2020-05-17 01:00",3.492440,24,1,13.626563,24,1,18.981563,24,1
"2020-05-17 02:00",1.039416,24,1,9.116251,24,1,10.710000,24,1
"2020-05-17 03:00",0.935475,24,1,7.267500,24,1,8.701875,24,1
"2020-05-17 04:00",1.465578,24,1,5.785313,24,1,8.032500,24,1
"2020-05-17 05:00",2.369870,24,1,6.789375,24,1,10.423125,24,1
"2020-05-17 06:00",1.122570,24,1,6.263438,24,1,7.984688,24,1
"2020-05-17 07:00",4.615010,24,1,9.705938,24,1,16.782188,24,1
"2020-05-17 08:00",4.958018,24,1,11.331563,24,1,18.933750,24,1
"2020-05-17 09:00",9.510663,24,1,14.391563,24,1,28.974375,24,1
"2020-05-17 10:00",13.564388,24,1,21.706875,24,1,42.505313,24,1
"2020-05-17 11:00",12.036445,24,1,16.160625,24,1,34.616250,24,1
"2020-05-17 12:00",19.863253,24,1,27.300938,24,1,57.757500,24,1
"2020-05-17 13:00",12.660095,24,1,20.750625,24,1,40.162500,24,1
"2020-05-17 14:00",12.379453,24,1,22.280625,24,1,41.262188,24,1
"2020-05-17 15:00",14.811688,24,1,27.779063,24,1,50.490000,24,1
"2020-05-17 16:00",16.027805,24,1,27.157500,24,1,51.733125,24,1
"2020-05-17 17:00",10.134313,24,1,17.738438,24,1,33.277500,24,1
"2020-05-17 18:00",14.063308,24,1,22.041563,24,1,43.605000,24,1
"2020-05-17 19:00",14.125673,24,1,20.129063,24,1,41.788125,24,1
"2020-05-17 20:00",12.940738,24,1,18.216563,24,1,38.058750,24,1
"2020-05-17 21:00",12.878373,24,1,18.360000,24,1,38.106563,24,1
"2020-05-17 22:00",4.864470,24,1,9.945000,24,1,17.403750,24,1
"2020-05-17 23:00",4.552645,24,1,7.936875,24,1,14.917500,24,1
"2020-05-18 00:00",1.870950,24,1,4.255313,24,1,7.124063,24,1
"2020-05-18 01:00",0.935475,24,1,2.008125,24,1,3.442500,24,1
"2020-05-18 02:00",0.623650,24,1,1.147500,24,1,2.103750,24,1
"2020-05-18 03:00",1.184935,24,1,4.016250,24,1,5.833125,24,1
"2020-05-18 04:00",0.405373,24,1,1.147500,24,1,1.769063,24,1
"2020-05-18 05:00",1.590308,24,1,3.346875,24,1,5.785313,24,1
"2020-05-18 06:00",2.213958,24,1,5.211563,24,1,8.606250,24,1
"2020-05-18 07:00",14.905235,24,1,22.137188,24,1,44.991563,24,1
"2020-05-18 08:00",25.756745,24,1,29.930625,24,1,69.423750,24,1
"2020-05-18 09:00",25.538468,24,1,27.635625,24,1,66.794063,24,1
"2020-05-18 10:00",15.622433,24,1,23.954063,24,1,47.908125,24,1
"2020-05-18 11:00",16.776185,24,1,18.312188,24,1,44.035313,24,1
"2020-05-18 12:00",10.134313,24,1,14.965313,24,1,30.504375,24,1
"2020-05-18 13:00",18.397675,24,1,33.134063,24,1,61.343438,24,1
"2020-05-18 14:00",15.341790,24,1,23.906250,24,1,47.430000,24,1
"2020-05-18 15:00",20.143895,24,1,32.895000,24,1,63.781875,24,1
"2020-05-18 16:00",15.809528,24,1,30.934688,24,1,55.175625,24,1
"2020-05-18 17:00",19.146055,24,1,34.568438,24,1,63.925313,24,1
"2020-05-18 18:00",12.784825,24,1,27.540000,24,1,47.143125,24,1
"2020-05-18 19:00",14.063308,24,1,30.504375,24,1,52.067813,24,1
"2020-05-18 20:00",9.510663,24,1,19.459688,24,1,34.042500,24,1
"2020-05-18 21:00",16.121353,24,1,29.452500,24,1,54.171563,24,1
"2020-05-18 22:00",7.670895,24,1,18.407813,24,1,30.169688,24,1
"2020-05-18 23:00",4.677375,24,1,9.801563,24,1,16.973438,24,1
"2020-05-19 00:00",1.247300,24,1,4.685625,24,1,6.598125,24,1
"2020-05-19 01:00",2.681695,24,1,5.498438,24,1,9.610313,24,1
"2020-05-19 02:00",0.873110,24,1,2.358749,24,1,3.697499,24,1
"2020-05-19 03:00",0.530103,24,1,3.346875,24,1,4.159688,24,1
"2020-05-19 04:00",3.087068,24,1,7.267500,24,1,12.000938,24,1
"2020-05-19 05:00",2.588148,24,1,5.450625,24,1,9.419063,24,1
"2020-05-19 06:00",3.897813,24,1,10.136250,24,1,16.112813,24,1
"2020-05-19 07:00",12.036445,24,1,18.216563,24,1,36.672188,24,1
"2020-05-19 08:00",32.149158,24,1,33.325313,24,1,82.620000,24,1
"2020-05-19 09:00",22.108393,24,1,21.754688,24,1,55.653750,24,1
"2020-05-19 10:00",20.518085,24,1,24.814688,24,1,56.275313,24,1
"2020-05-19 11:00",18.709500,24,1,22.997813,24,1,51.685313,24,1
"2020-05-19 12:00",29.779288,24,1,39.397500,24,1,85.058438,24,1
"2020-05-19 13:00",17.056828,24,1,26.727188,24,1,52.880625,24,1
"2020-05-19 14:00",21.297648,24,1,31.699688,24,1,64.355625,24,1
"2020-05-19 15:00",23.636335,24,1,35.763750,24,1,72.005625,24,1
"2020-05-19 16:00",20.861093,24,1,34.090313,24,1,66.076875,24,1
"2020-05-19 17:00",19.146055,24,1,35.046563,24,1,64.403438,24,1
"2020-05-19 18:00",21.734203,24,1,39.206250,24,1,72.531563,24,1
"2020-05-19 19:00",18.272945,24,1,31.651875,24,1,59.670000,24,1
"2020-05-19 20:00",12.441818,24,1,25.149375,24,1,44.226563,24,1
"2020-05-19 21:00",25.289008,24,1,34.377188,24,1,73.153125,24,1
"2020-05-19 22:00",9.261203,24,1,23.475938,24,1,37.676250,24,1
"2020-05-19 23:00",3.960178,24,1,14.917500,24,1,20.989688,24,1
"2020-05-20 00:00",3.928995,24,1,13.530938,24,1,19.555313,24,1
"2020-05-20 01:00",2.806425,24,1,9.705938,24,1,14.009063,24,1
"2020-05-20 02:00",0.498920,24,1,4.908751,24,1,5.673751,24,1
"2020-05-20 03:00",3.523623,24,1,8.462813,24,1,13.865625,24,1
"2020-05-20 04:00",0.717198,24,1,6.454688,24,1,7.554375,24,1
"2020-05-20 05:00",2.338688,24,1,8.462813,24,1,12.048750,24,1
"2020-05-20 06:00",4.147273,24,1,9.945000,24,1,16.304063,24,1
"2020-05-20 07:00",26.473943,24,1,23.954063,24,1,64.546875,24,1
"2020-05-20 08:00",47.646860,24,1,35.190000,24,1,108.247500,24,1
"2020-05-20 09:00",34.862035,24,1,46.091250,24,1,99.545625,24,1
"2020-05-20 10:00",30.714763,24,1,33.612188,24,1,80.707500,24,1
"2020-05-20 11:00",13.408475,24,1,18.455625,24,1,39.015000,24,1
"2020-05-20 12:00",13.533205,24,1,17.642813,24,1,38.393438,24,1
"2020-05-20 13:00",13.127833,24,1,20.129063,24,1,40.258125,24,1
"2020-05-20 14:00",14.593410,24,1,21.228750,24,1,43.605000,24,1
"2020-05-20 15:00",11.288065,24,1,18.742500,24,1,36.050625,24,1
"2020-05-20 16:00",7.171975,24,1,26.057813,24,1,37.054688,24,1
"2020-05-20 17:00",5.269843,24,1,23.045625,24,1,31.125938,24,1
"2020-05-20 18:00",2.744060,24,1,18.407813,24,1,22.615313,24,1
"2020-05-20 19:00",4.084908,24,1,14.774063,24,1,21.037500,24,1
"2020-05-20 20:00",7.296705,24,1,17.977500,24,1,29.165625,24,1
"2020-05-20 21:00",3.305345,24,1,12.718125,24,1,17.786250,24,1
"2020-05-20 22:00",2.619330,24,1,9.897188,24,1,13.913438,24,1
"2020-05-20 23:00",5.020383,24,1,15.156563,24,1,22.854375,24,1
"2020-05-21 00:00",1.184935,24,1,6.693750,24,1,8.510625,24,1
"2020-05-21 01:00",0.717198,24,1,6.741563,24,1,7.841250,24,1
"2020-05-21 02:00",0.665226,24,1,5.482501,24,1,6.502500,24,1
"2020-05-21 03:00",1.683855,24,1,7.458750,24,1,10.040625,24,1
"2020-05-21 04:00",0.997840,24,1,5.689688,24,1,7.219688,24,1
"2020-05-21 05:00",3.367710,24,1,9.514688,24,1,14.678438,24,1
"2020-05-21 06:00",4.864470,24,1,11.905313,24,1,19.364063,24,1
"2020-05-21 07:00",15.996623,24,1,18.025313,24,1,42.553125,24,1
"2020-05-21 08:00",42.532930,24,1,35.381250,24,1,100.597500,24,1
"2020-05-21 09:00",39.664140,24,1,41.023125,24,1,101.840625,24,1
"2020-05-21 10:00",29.748105,24,1,38.680313,24,1,84.293438,24,1
"2020-05-21 11:00",27.222323,24,1,39.971250,24,1,81.711563,24,1
"2020-05-21 12:00",31.774968,24,1,52.020000,24,1,100.740938,24,1
"2020-05-21 13:00",28.874995,24,1,52.880625,24,1,97.155000,24,1
"2020-05-21 14:00",22.607313,24,1,44.178750,24,1,78.842813,24,1
"2020-05-21 15:00",28.500805,24,1,61.295625,24,1,104.996250,24,1
"2020-05-21 16:00",23.324510,24,1,59.526563,24,1,95.290313,24,1
"2020-05-21 17:00",14.936418,24,1,35.620313,24,1,58.522500,24,1
"2020-05-21 18:00",13.346110,24,1,40.927500,24,1,61.391250,24,1
"2020-05-21 19:00",12.535365,24,1,31.365000,24,1,50.585625,24,1
"2020-05-21 20:00",16.557908,24,1,37.819688,24,1,63.208125,24,1
"2020-05-21 21:00",7.390253,24,1,19.794375,24,1,31.125938,24,1
"2020-05-21 22:00",9.479480,24,1,31.843125,24,1,46.378125,24,1
"2020-05-21 23:00",2.931155,24,1,16.877813,24,1,21.372188,24,1
"2020-05-22 00:00",1.434395,24,1,8.893125,24,1,11.092500,24,1
"2020-05-22 01:00",1.216118,24,1,5.307188,24,1,7.171875,24,1
"2020-05-22 02:00",0.249460,24,1,3.378751,24,1,3.761251,24,1
"2020-05-22 03:00",0.623650,24,1,3.506249,24,1,4.462499,24,1
"2020-05-22 04:00",0.405373,24,1,4.350938,24,1,4.972500,24,1
"2020-05-22 05:00",0.654833,24,1,9.753750,24,1,10.757813,24,1
"2020-05-22 06:00",2.276323,24,1,8.367188,24,1,11.857500,24,1
"2020-05-22 07:00",1.496760,24,1,3.299063,24,1,5.594063,24,1
"2020-05-22 08:00",4.864470,24,1,7.936875,24,1,15.395625,24,1
"2020-05-22 09:00",8.450458,24,1,11.953125,24,1,24.910313,24,1
"2020-05-22 10:00",11.350430,24,1,11.427188,24,1,28.830938,24,1
"2020-05-22 11:00",8.918195,24,1,10.805625,24,1,24.480000,24,1
"2020-05-22 12:00",12.192358,24,1,17.690625,24,1,36.385313,24,1
"2020-05-22 13:00",13.470840,24,1,21.945938,24,1,42.600938,24,1
"2020-05-22 14:00",15.029965,24,1,23.236875,24,1,46.282500,24,1
"2020-05-22 15:00",12.254723,24,1,20.798438,24,1,39.588750,24,1
"2020-05-22 16:00",12.129993,24,1,19.268438,24,1,37.867500,24,1
"2020-05-22 17:00",10.009583,24,1,16.973438,24,1,32.321250,24,1
"2020-05-22 18:00",16.339630,24,1,25.101563,24,1,50.155313,24,1
"2020-05-22 19:00",15.840710,24,1,25.818750,24,1,50.107500,24,1
"2020-05-22 20:00",13.034285,24,1,17.929688,24,1,37.915313,24,1
"2020-05-22 21:00",11.381613,24,1,15.491250,24,1,32.942813,24,1
"2020-05-22 22:00",5.924675,24,1,8.271563,24,1,17.355938,24,1
"2020-05-22 23:00",2.993520,24,1,5.833125,24,1,10.423125,24,1
"2020-05-23 00:00",0.873110,24,1,2.247188,24,1,3.585938,24,1
"2020-05-23 01:00",0.280643,24,1,0.621563,24,1,1.051875,24,1
"2020-05-23 02:00",0.997840,24,1,0.254999,24,1,1.784999,24,1
"2020-05-23 03:00",0.415766,24,1," "," "," ",0.382500,24,1
"2020-05-23 04:00",0.436555,24,1," "," "," ",0.239063,24,1
"2020-05-23 05:00",0.592468,24,1," "," "," ",0.860625,24,1
"2020-05-23 06:00",0.748380,24,1," "," "," ",0.956250,24,1
"2020-05-23 07:00",1.870950,24,1,0.908438,24,1,3.777188,24,1
"2020-05-23 08:00",2.775243,24,1,2.916563,24,1,7.171875,24,1
"2020-05-23 09:00",4.459098,24,1,5.833125,24,1,12.670313,24,1
"2020-05-23 10:00",8.481640,24,1,11.809688,24,1,24.814688,24,1
